timestamp,participant_id,medium,input_method,row_role,llm_provider,prompt_text,reply_text,participant_reply_text,llm_reply_text,final_reply_text,transcript,response_time_seconds,words_per_minute,keypress_count,backspace_count,paste_used,correction_applied,manual_edit_count,edit_ratio,keystrokes_per_character,backspaces_per_word,edit_activity_compact,prompt_style,prompt_tone,prompt_seriousness,prompt_formality,prompt_id,prompt_source,reply_style,reply_analysis_status,reply_analysis_basis,transcript_status,transcript_source,formality_label,formality_confidence,formality_match_prompt_reply,bert_label,bert_raw,bert_confidence,audio_filename,log_row_id,edit_trace_available,revision_count,inserted_chars_est,deleted_chars_est,net_char_change,manual_edit_chars_after_transcript_est,voice_transcript_initial_chars,edit_trace_path
2026-05-22T10:53:28,P009,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?",I think it's a quite natural response as well 😁,I think it's a quite natural response as well 😁,,I think it's a quite natural response as well 😁,,127.9851,4.69,48,0,no,no,0,0.0,1.0213,0.0,B0P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,ede41344-e26b-4def-b043-dc3150d6df8e,yes,6,58,204,48,0,0,data/edit_traces/P009/ede41344-e26b-4def-b043-dc3150d6df8e.json
2026-05-22T10:56:00,P009,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,I've had diving in my bucket list for as long as I can remember. So definitely that,I've had diving in my bucket list for as long as I can remember. So definitely that,,,,106.832,9.55,44,7,no,no,7,0.0843,0.5301,0.4118,B7P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,bdbcd38d-605c-43fa-99c6-746b519820dc,yes,31,139,56,83,0,0,data/edit_traces/P009/bdbcd38d-605c-43fa-99c6-746b519820dc.json
2026-05-22T10:56:17,P009,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,It sure does!,It sure does!,,It sure does!,,14.628,12.31,6,0,no,no,0,0.0,0.4615,0.0,B0P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,88652f0b-18a3-407e-b3ea-ae38f6ae59a6,yes,5,16,86,13,0,0,data/edit_traces/P009/88652f0b-18a3-407e-b3ea-ae38f6ae59a6.json
2026-05-22T10:58:09,P009,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","Probably japan, I've seen a lot of Japanese media and such of the place, and it looks beautiful!","Probably japan, I've seen a lot of Japanese media and such of the place, and it looks beautiful!",,,,55.0434,19.62,116,11,no,no,11,0.1146,1.2083,0.6111,B11P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,313f2d59-960c-4c40-bf84-0d3b2a05d03c,yes,9,132,36,96,0,0,data/edit_traces/P009/313f2d59-960c-4c40-bf84-0d3b2a05d03c.json
2026-05-22T10:58:34,P009,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","It definitely looks like it, hope it is in reality too!","It definitely looks like it, hope it is in reality too!",,"It definitely looks like it, hope it is in reality too!",,79.8237,8.27,48,0,no,no,0,0.0,0.8727,0.0,B0P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,a0a39c9c-84b1-491d-8708-cc77eaf8def5,yes,2,55,96,55,0,0,data/edit_traces/P009/a0a39c9c-84b1-491d-8708-cc77eaf8def5.json
2026-05-22T11:00:24,P009,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,"They help keep my daily life stable, and let me keep those things in the background, so that I can focus on what I feel is more important.","They help keep my daily life stable, and let me keep those things in the background, so that I can focus on what I feel is more important.",,,,62.8118,26.75,141,0,no,no,0,0.0,1.0217,0.0,B0P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,254b1ad5-420f-4029-ae50-d64f19f94023,yes,6,149,11,138,0,0,data/edit_traces/P009/254b1ad5-420f-4029-ae50-d64f19f94023.json
2026-05-22T11:00:53,P009,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,They really are great to have,They really are great to have,,They really are great to have,,27.3545,13.16,29,0,no,no,0,0.0,1.0,0.0,B0P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,181fe061-3b2f-4419-92ac-2b573275d9f1,yes,1,28,137,29,0,0,data/edit_traces/P009/181fe061-3b2f-4419-92ac-2b573275d9f1.json
2026-05-22T11:03:12,P009,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?","That's is a subject that both participants have a fundamental understanding of, as well as an interest in.","That's is a subject that both participants have a fundamental understanding of, as well as an interest in.",,,,47.4411,22.77,102,2,no,no,2,0.0189,0.9623,0.1111,B2P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,f2c2efb2-e588-4dc1-a616-27af0b4e14b7,yes,2,109,3,106,0,0,data/edit_traces/P009/f2c2efb2-e588-4dc1-a616-27af0b4e14b7.json
2026-05-22T11:03:48,P009,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",You are very welcome,You are very welcome,,You are very welcome,,83.0672,2.89,22,1,no,no,1,0.05,1.1,0.25,B1P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,602a02f0-01cb-4d47-8292-e800be11054a,yes,1,21,107,20,0,0,data/edit_traces/P009/602a02f0-01cb-4d47-8292-e800be11054a.json
2026-05-22T11:10:27,P011,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?",I dont really get why people enjoy alcohol,I dont really get why people enjoy alcohol,,,,78.8734,6.09,72,8,no,no,8,0.1905,1.7143,1.0,B8P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,97c6c127-4b38-485b-a818-e87cf33f21df,yes,0,44,2,42,0,0,data/edit_traces/P011/97c6c127-4b38-485b-a818-e87cf33f21df.json
2026-05-22T11:10:58,P011,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Popular things

What's something people seem to enjoy that you just don't really get?","Yes i agree, i often find myself hearing differing opinions on this subject","Yes i agree, i often find myself hearing differing opinions on this subject",,"Yes i agree, i often find myself hearing differing opinions on this subject",,109.8373,7.1,82,3,no,no,3,0.04,1.0933,0.2308,B3P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,d460512b-5ee2-4f56-bfff-c68648eb5df3,yes,1,78,45,75,0,0,data/edit_traces/P011/d460512b-5ee2-4f56-bfff-c68648eb5df3.json
2026-05-22T11:12:49,P011,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,I always wanted to try learning to draw properly and use that for animation however i never got around to it,I always wanted to try learning to draw properly and use that for animation however i never got around to it,,,,77.6626,16.22,129,5,no,no,5,0.0463,1.1944,0.2381,B5P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,b1dad6e8-3c71-4650-9e5d-03dd3570d409,yes,1,122,14,108,0,0,data/edit_traces/P011/b1dad6e8-3c71-4650-9e5d-03dd3570d409.json
2026-05-22T11:13:04,P011,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,thank you very much! :D,thank you very much! :D,,thank you very much! :D,,13.835,21.68,29,2,no,no,2,0.087,1.2609,0.4,B2P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,0559286b-10c3-4164-b8e7-7754f7743fe1,yes,1,24,109,23,0,0,data/edit_traces/P011/0559286b-10c3-4164-b8e7-7754f7743fe1.json
2026-05-22T11:14:40,P011,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","I would like to visit Japan as the local culture, history and architecture facinates me","I would like to visit Japan as the local culture, history and architecture facinates me",,,,43.7451,20.57,109,14,no,no,14,0.1609,1.2529,0.9333,B14P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,4ad47890-b8e1-4666-bcde-78935f368f6b,yes,4,106,19,87,0,0,data/edit_traces/P011/4ad47890-b8e1-4666-bcde-78935f368f6b.json
2026-05-22T11:14:55,P011,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?",Yes its amazing,Yes its amazing,,Yes its amazing,,58.2351,3.09,12,0,no,no,0,0.0,0.8,0.0,B0P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,da240978-2ca6-4d24-8c5c-1da12f04126b,yes,2,16,88,15,0,0,data/edit_traces/P011/da240978-2ca6-4d24-8c5c-1da12f04126b.json
2026-05-22T11:16:53,P011,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,I found routines to be helpful when dealing with stress,I found routines to be helpful when dealing with stress,,,,75.8105,7.91,47,16,no,no,16,0.2909,0.8545,1.6,B16P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,ad5d9e43-a2b3-49f6-a93d-575b0c04ccce,yes,12,77,22,55,0,0,data/edit_traces/P011/ad5d9e43-a2b3-49f6-a93d-575b0c04ccce.json
2026-05-22T11:17:03,P011,Messenger,Typing,participant_reply,,What role do routines play in your daily life?,Agreed,Agreed,,Agreed,,8.9385,6.71,1,0,no,no,0,0.0,0.1667,0.0,B0P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,3285b5e5-7d0e-4f7e-a726-0ea8fa700e8d,yes,1,6,55,6,0,0,data/edit_traces/P011/3285b5e5-7d0e-4f7e-a726-0ea8fa700e8d.json
2026-05-22T11:18:47,P011,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",When it doesn't jump to subjects unrelated to what we are supposed to do,When it doesn't jump to subjects unrelated to what we are supposed to do,,,,76.2264,11.02,47,9,no,no,9,0.125,0.6528,0.6429,B9P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,a621b74e-6a75-4788-a3e7-256b5b8c6de1,yes,18,89,17,72,0,0,data/edit_traces/P011/a621b74e-6a75-4788-a3e7-256b5b8c6de1.json
2026-05-22T11:19:19,P011,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",Definitely,Definitely,,Definitely,,107.1611,0.56,9,1,no,no,1,0.1,0.9,1.0,B1P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,dee1c664-f884-4eb2-8ae5-3abe958410fd,yes,7,40,102,10,0,0,data/edit_traces/P011/dee1c664-f884-4eb2-8ae5-3abe958410fd.json
2026-05-22T11:20:44,P011,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?",Reaching university as I found studying a rather difficult task back in my youth,Reaching university as I found studying a rather difficult task back in my youth,,,,47.1627,17.81,74,0,no,no,0,0.0,0.925,0.0,B0P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,0dcf3deb-392d-414b-9f5b-fea26efa7629,yes,8,91,11,80,0,0,data/edit_traces/P011/0dcf3deb-392d-414b-9f5b-fea26efa7629.json
2026-05-22T11:20:55,P011,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?",Thanks,Thanks,,Thanks,,9.4785,6.33,9,1,no,no,1,0.1667,1.5,1.0,B1P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,378f44e5-2d70-4054-b819-c4afaba3b0bd,yes,1,8,82,6,0,0,data/edit_traces/P011/378f44e5-2d70-4054-b819-c4afaba3b0bd.json
2026-05-22T11:44:03,P013,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?","A conversation feels enjoyable if all parties involved actively feel like they're contributing to the conversation and ideally, learn something as well.","A conversation feels enjoyable if all parties involved actively feel like they're contributing to the conversation and ideally, learn something as well.",,,,119.798,11.02,229,21,no,no,21,0.1382,1.5066,0.9545,B21P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,261338a1-fef2-4d6e-882d-5d1ab99acf80,yes,7,202,50,152,0,0,data/edit_traces/P013/261338a1-fef2-4d6e-882d-5d1ab99acf80.json
2026-05-22T11:44:23,P013,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",No problem :),No problem :),,No problem :),,140.106,1.28,17,1,no,no,1,0.0769,1.3077,0.3333,B1P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,718b3bb3-8561-41d4-824f-3822398a1ed6,yes,1,14,153,13,0,0,data/edit_traces/P013/718b3bb3-8561-41d4-824f-3822398a1ed6.json
2026-05-22T11:48:02,P013,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?","I'm not entirely sure, I have lots of things I think I'm semi-proud of, but nothing extraordinary, really. Not sure.","I'm not entirely sure, I have lots of things I think I'm semi-proud of, but nothing extraordinary, really. Not sure.",,,,100.624,11.93,144,11,no,no,11,0.0948,1.2414,0.55,B11P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,9cadc252-0ce5-4c3c-b079-8ebef9e38626,yes,0,127,11,116,0,0,data/edit_traces/P013/9cadc252-0ce5-4c3c-b079-8ebef9e38626.json
2026-05-22T11:48:57,P013,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?","Yeah, I agree. It's probably all about perspective, and what adds up to matter for you personally.","Yeah, I agree. It's probably all about perspective, and what adds up to matter for you personally.",,"Yeah, I agree. It's probably all about perspective, and what adds up to matter for you personally.",,52.586,19.4,168,12,no,no,12,0.1224,1.7143,0.7059,B12P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,c3150840-7dd4-4522-8075-d8892c94d954,yes,10,143,161,98,0,0,data/edit_traces/P013/c3150840-7dd4-4522-8075-d8892c94d954.json
2026-05-22T11:54:33,P013,Email,Typing,participant_reply,,"From: advisor@example.com
Subject: Work environment

What type of environment helps you focus or work most effectively?","I'm honestly still kinda of figuring that out, but overall I think a collaborative space with a few people working together works best for me. It helps to have something external to add a little bit of pressure.","I'm honestly still kinda of figuring that out, but overall I think a collaborative space with a few people working together works best for me. It helps to have something external to add a little bit of pressure.",,,,151.1486,15.08,83,13,no,no,13,0.0616,0.3934,0.3421,B13P0A0,,,,formal,prompt_005,url_param,,ok,reply_text,,,,0.0,no,,,,,038ef037-cc30-455c-8ba0-3dadefd10c86,yes,51,245,34,211,0,0,data/edit_traces/P013/038ef037-cc30-455c-8ba0-3dadefd10c86.json
2026-05-22T11:55:10,P013,Email,Typing,participant_reply,,"From: advisor@example.com
Subject: Work environment

What type of environment helps you focus or work most effectively?",No problem :),No problem :),,No problem :),,188.2537,0.96,18,6,no,no,6,0.4615,1.3846,2.0,B6P0A0,,,,formal,prompt_005,url_param,,ok,reply_text,,,,0.0,no,,,,,501fb7a9-889e-42fb-a7a7-0475990781d7,yes,3,19,217,13,0,0,data/edit_traces/P013/501fb7a9-889e-42fb-a7a7-0475990781d7.json
2026-05-22T12:03:35,P013,Messenger,Typing,participant_reply,,What's some random thing you know how to do that actually comes in handy,"I know a few things when it comes to tech support, but it's not really so random, or uncommon. Still useful though. Other than that, not much (yet), but surely I'll learn something cool at some point.","I know a few things when it comes to tech support, but it's not really so random, or uncommon. Still useful though. Other than that, not much (yet), but surely I'll learn something cool at some point.",,,,113.0122,19.64,234,14,no,no,14,0.07,1.17,0.3784,B14P0A0,,,,formal,prompt_007,url_param,,ok,reply_text,,,,0.0,no,,,,,06d5d4f1-0739-4147-b8e9-229f845f0b3a,yes,22,253,53,200,0,0,data/edit_traces/P013/06d5d4f1-0739-4147-b8e9-229f845f0b3a.json
2026-05-22T13:18:07,P013,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?","I think a conversation is productive if it teaches me something or furthers a goal, or if it fulfills a need i have, for instance the need for socialization.","I think a conversation is productive if it teaches me something or furthers a goal, or if it fulfills a need i have, for instance the need for socialization.",,,,92.241,18.86,166,4,no,no,4,0.0255,1.0573,0.1379,B4P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,20e13769-2647-4aba-aa66-b3c19e535f9d,yes,0,161,4,157,0,0,data/edit_traces/P013/20e13769-2647-4aba-aa66-b3c19e535f9d.json
2026-05-22T13:18:47,P013,Email,Typing,participant_reply,,"From: colleague@example.com
Subject: Conversations

What makes a conversation feel enjoyable or productive to you?",No worries! :D,No worries! :D,,No worries! :D,,131.163,1.37,24,3,no,no,3,0.2143,1.7143,1.0,B3P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,54baf299-9e69-4745-81e0-0d98551159e3,yes,1,17,160,14,0,0,data/edit_traces/P013/54baf299-9e69-4745-81e0-0d98551159e3.json
2026-05-22T13:22:55,P013,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?","I suppose one such achievement would be deadlifting 150, because i spent a lot of time working towards it!","I suppose one such achievement would be deadlifting 150, because i spent a lot of time working towards it!",,,,180.696,6.31,125,7,no,no,7,0.066,1.1792,0.3684,B7P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,e7f1c73a-ae9f-42b1-b725-a10867cd587d,yes,0,113,7,106,0,0,data/edit_traces/P013/e7f1c73a-ae9f-42b1-b725-a10867cd587d.json
2026-05-22T13:23:27,P013,Messenger,Typing,participant_reply,,"What is an achievement you are personally satisfied with, and why does it matter to you?",No problem :D,No problem :D,,No problem :D,,29.307,6.14,74,29,no,no,29,2.2308,5.6923,9.6667,B29P0A0,,,,formal,prompt_004,url_param,,ok,reply_text,,,,0.0,no,,,,,6efcdca7-131e-4aa9-82e2-fe2efab48db9,yes,1,41,134,13,0,0,data/edit_traces/P013/6efcdca7-131e-4aa9-82e2-fe2efab48db9.json
2026-05-22T13:32:14,P014,Email,Swipe typing,participant_reply,,"From: advisor@example.com
Subject: Work environment

What type of environment helps you focus or work most effectively?",An environment where there are few sensory inputs,An environment where there are few sensory inputs,,,,263.0539,1.82,108,22,no,no,22,0.449,2.2041,2.75,B22P0A0,,,,formal,prompt_005,url_param,,ok,reply_text,,,,0.0,no,,,,,2fd86213-860d-4787-8707-6cbb2ab5b2c1,yes,0,51,2,49,0,0,data/edit_traces/P014/2fd86213-860d-4787-8707-6cbb2ab5b2c1.json
2026-05-22T13:32:34,P014,Email,Swipe typing,participant_reply,,"From: advisor@example.com
Subject: Work environment

What type of environment helps you focus or work most effectively?","For sure, especially for me!","For sure, especially for me!",,"For sure, especially for me!",,283.1408,1.06,42,7,no,no,7,0.25,1.5,1.4,B7P0A0,,,,formal,prompt_005,url_param,,ok,reply_text,,,,0.0,no,,,,,48192a30-b35f-44e3-9668-e451ec370504,yes,1,35,56,28,0,0,data/edit_traces/P014/48192a30-b35f-44e3-9668-e451ec370504.json
2026-05-22T13:34:39,P014,Messenger,Typing,participant_reply,,"So like, what's your favorite way of making the weekends pass?","Probably by collapsing in bed, and doing chores.","Probably by collapsing in bed, and doing chores.",,,,39.0323,12.3,52,2,no,no,2,0.0417,1.0833,0.25,B2P0A0,,,,formal,prompt_006,url_param,,ok,reply_text,,,,0.0,no,,,,,18bbb72c-bdfd-47bc-ac17-32665bcab84c,yes,0,50,2,48,0,0,data/edit_traces/P014/18bbb72c-bdfd-47bc-ac17-32665bcab84c.json
2026-05-22T13:34:55,P014,Messenger,Typing,participant_reply,,"So like, what's your favorite way of making the weekends pass?",It sure is good to get done :D,It sure is good to get done :D,,It sure is good to get done :D,,14.342,33.47,30,0,no,no,0,0.0,1.0,0.0,B0P0A0,,,,formal,prompt_006,url_param,,ok,reply_text,,,,0.0,no,,,,,df07d540-1c30-4aec-9d7c-ec101487ce58,yes,1,30,48,30,0,0,data/edit_traces/P014/df07d540-1c30-4aec-9d7c-ec101487ce58.json
2026-06-02T11:27:32,P015,Messenger,Typing,participant_reply,,What's some random thing you know how to do that actually comes in handy,i know how to break down a brick wall,i know how to break down a brick wall,,,,68.2881,7.91,41,2,no,no,2,0.0541,1.1081,0.2222,B2P0A0,,,,formal,prompt_007,url_param,,ok,reply_text,,,,0.0,no,,,,,f317f135-28be-4c8c-a015-6e4b39c3a704,yes,0,39,2,37,0,0,data/edit_traces/P015/f317f135-28be-4c8c-a015-6e4b39c3a704.json
2026-06-02T11:28:00,P015,Messenger,Typing,participant_reply,,What's some random thing you know how to do that actually comes in handy,"if you are renovating a house, i know how to tear it down yourself. like a brick wall as an example","if you are renovating a house, i know how to tear it down yourself. like a brick wall as an example",,"if you are renovating a house, i know how to tear it down yourself. like a brick wall as an example",,25.4948,49.42,106,3,no,no,3,0.0303,1.0707,0.1429,B3P0A0,,,,formal,prompt_007,url_param,,ok,reply_text,,,,0.0,no,,,,,5ad8470f-d9c0-4d6c-905c-c49870de9b20,yes,1,101,39,99,0,0,data/edit_traces/P015/5ad8470f-d9c0-4d6c-905c-c49870de9b20.json
2026-06-02T11:30:00,P015,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Apps you use most

What kind of apps do you spend the most time on, other than messaging apps?",I spend the most time on HayDay,I spend the most time on HayDay,,,,73.1881,5.74,34,0,no,no,0,0.0,1.0968,0.0,B0P0A0,,,,formal,prompt_008,url_param,,ok,reply_text,,,,0.0,no,,,,,ec67ef61-4aac-4673-84e3-5c34ceb19bf2,yes,0,31,0,31,0,0,data/edit_traces/P015/ec67ef61-4aac-4673-84e3-5c34ceb19bf2.json
2026-06-02T11:30:24,P015,Email,Typing,participant_reply,,"From: friend@example.com
Subject: Apps you use most

What kind of apps do you spend the most time on, other than messaging apps?",It very much is. Do you play?,It very much is. Do you play?,,It very much is. Do you play?,,97.8302,4.29,41,4,no,no,4,0.1379,1.4138,0.5714,B4P0A0,,,,formal,prompt_008,url_param,,ok,reply_text,,,,0.0,no,,,,,74b3c1ee-5ee1-4460-8f74-c00fa201be14,yes,1,32,34,29,0,0,data/edit_traces/P015/74b3c1ee-5ee1-4460-8f74-c00fa201be14.json
2026-06-02T11:32:40,P016,Messenger,Typing,participant_reply,,What's something people seem to enjoy that you just don't really get?,Pesto,Pesto,,,,9.1324,6.57,6,0,no,no,0,0.0,1.2,0.0,B0P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,d01681ed-19d2-48dc-a72f-e0405bb856eb,yes,0,5,0,5,0,0,data/edit_traces/P016/d01681ed-19d2-48dc-a72f-e0405bb856eb.json
2026-06-02T11:32:51,P016,Messenger,Typing,participant_reply,,What's something people seem to enjoy that you just don't really get?,Okay,Okay,,Okay,,7.4205,8.09,5,0,no,no,0,0.0,1.25,0.0,B0P0A0,,,,formal,prompt_009,url_param,,ok,reply_text,,,,0.0,no,,,,,937faa0b-6d26-4eea-bcdc-5b920248c383,yes,1,4,5,4,0,0,data/edit_traces/P016/937faa0b-6d26-4eea-bcdc-5b920248c383.json
2026-06-02T11:36:28,P017,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,"Sorry i don't know, i always do what i dream of","Sorry i don't know, i always do what i dream of",,,,115.8525,5.7,30,2,no,no,2,0.0426,0.6383,0.1818,B2P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,cf9b3109-24a1-4e28-95a6-bdce0b24cca1,yes,10,54,7,47,0,0,data/edit_traces/P017/cf9b3109-24a1-4e28-95a6-bdce0b24cca1.json
2026-06-02T11:36:39,P017,Messenger,Typing,participant_reply,,What’s something you’ve always wanted to try but never got around to?,I am great,I am great,,I am great,,7.9646,22.6,5,0,no,no,0,0.0,0.5,0.0,B0P0A0,,,,formal,prompt_010,url_param,,ok,reply_text,,,,0.0,no,,,,,d6b3abcd-61d0-41ed-8b67-e19e6639633a,yes,3,10,47,10,0,0,data/edit_traces/P017/d6b3abcd-61d0-41ed-8b67-e19e6639633a.json
2026-06-02T11:39:01,P017,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?","Africa, im just very drawn to it","Africa, im just very drawn to it",,,,19.4339,21.61,53,0,no,no,0,0.0,1.6562,0.0,B0P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,2794f92d-e15a-4163-bc0d-bcb819264073,yes,0,34,2,32,0,0,data/edit_traces/P017/2794f92d-e15a-4163-bc0d-bcb819264073.json
2026-06-02T11:39:12,P017,Email,Typing,participant_reply,,"From: someone@example.com
Subject: Future travel plans

What is a place you would like to visit in the future, and what attracts you to it?",Yes,Yes,,Yes,,30.7801,1.95,5,0,no,no,0,0.0,1.6667,0.0,B0P0A0,,,,formal,prompt_001,url_param,,ok,reply_text,,,,0.0,no,,,,,33d9ff61-1ba5-4532-90cb-31a23df01694,yes,1,3,32,3,0,0,data/edit_traces/P017/33d9ff61-1ba5-4532-90cb-31a23df01694.json
2026-06-02T11:40:53,P017,Email,Typing,participant_reply,,"From: teammate@example.com
Subject: Daily routines

What role do routines play in your daily life?","I am a student, I am a friend, I am a daughter, I am a runner and maybe a lot more","I am a student, I am a friend, I am a daughter, I am a runner and maybe a lot more",,,,59.2187,21.28,134,16,no,no,16,0.1951,1.6341,0.7619,B16P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,9b86b412-bf79-449b-be52-d19f9cf6e5f6,yes,19,116,34,82,0,0,data/edit_traces/P017/9b86b412-bf79-449b-be52-d19f9cf6e5f6.json
2026-06-02T11:41:19,P017,Email,Typing,participant_reply,,"From: teammate@example.com
Subject: Daily routines

What role do routines play in your daily life?","Thanks,  you are weird in your responses","Thanks,  you are weird in your responses",,"Thanks,  you are weird in your responses",,85.6205,4.91,29,2,no,no,2,0.05,0.725,0.2857,B2P0A0,,,,formal,prompt_002,url_param,,ok,reply_text,,,,0.0,no,,,,,8df9ddeb-d546-4ad3-a07d-7d7e314aa9b9,yes,9,47,89,40,0,0,data/edit_traces/P017/8df9ddeb-d546-4ad3-a07d-7d7e314aa9b9.json
2026-06-03T11:37:24,P019,Messenger,Typing,participant_reply,,What makes a conversation feel enjoyable or productive to you?,Both parties participate equally,Both parties participate equally,,,,52.4058,4.58,42,5,no,no,5,0.1562,1.3125,1.25,B5P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,4db23308-cf37-4266-9f44-633788ce1e40,yes,0,37,5,32,0,0,data/edit_traces/P019/4db23308-cf37-4266-9f44-633788ce1e40.json
2026-06-03T11:37:37,P019,Messenger,Typing,participant_reply,,What makes a conversation feel enjoyable or productive to you?,No problem,No problem,,No problem,,10.8687,11.04,10,0,no,no,0,0.0,1.0,0.0,B0P0A0,,,,formal,prompt_003,url_param,,ok,reply_text,,,,0.0,no,,,,,a029248a-586a-4256-94c7-1a68e0738240,yes,1,10,32,10,0,0,data/edit_traces/P019/a029248a-586a-4256-94c7-1a68e0738240.json
